artist,song,date_certified,label,award
ARIANA GRANDE,DANGEROUS WOMAN,"October 20, 2017",REPUBLIC RECORDS,3
DRAKE,SCHOLARSHIPS,"October 20, 2017",YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS,1
JAMES NEWTON HOWARD,THE HANGING TREE FEAT. JENNIFER LAWRENCE,"October 20, 2017",REPUBLIC RECORDS,2
MEGHAN TRAINOR,BETTER WHEN I'M DANCIN',"October 19, 2017",EPIC,1
LOGIC,FADE AWAY,"October 19, 2017",DEF JAM,0
FUTURE,SELFISH (FEAT. RIHANNA),"October 19, 2017",EPIC/FREEBANDZ/A1,1
LOGIC,BLACK SPIDERMAN,"October 19, 2017",DEF JAM,0
ANGUS & JULIA STONE,BIG JET PLANE,"October 19, 2017",NETTWERK,0
FRENCH MONTANA,NO SHOPPING,"October 19, 2017",EPIC,1
FUTURE,DRACO,"October 19, 2017",EPIC/FREEBANDZ/A1,1
JAY-Z,SONG CRY,"October 19, 2017",ROC NATION,0
CHRIS BROWN,TURN UP THE MUSIC,"October 18, 2017",RCA,1
LEE BRICE,HARD TO LOVE,"October 18, 2017",CURB RECORDS,2
LEE BRICE,DRINKING CLASS,"October 18, 2017",CURB RECORDS,1
IMAGINE DRAGONS,WARRIORS,"October 16, 2017",KIDINACORNER / INTERSCOPE,1
COLDPLAY,ADVENTURE OF A LIFETIME,"October 16, 2017",PARLOPHONE / ATLANTIC RECORDS,2
YFN LUCCI,EVERYDAY WE LIT,"October 16, 2017",WARNER BROS RECORDS,0
CALVIN HARRIS,SLIDE,"October 13, 2017",COLUMBIA,2
JONAS BLUE,MAMA,"October 13, 2017",CAPITOL RECORDS,0
TWENTY ONE PILOTS,WE DON'T BELIEVE WHAT'S ON TV,"October 13, 2017",FUELED BY RAMEN,0
KATY PERRY,BON APPETIT,"October 13, 2017",CAPITOL RECORDS,0
MAGGIE LINDEMANN,PRETTY GIRL,"October 13, 2017",300 ENTERTAINMENT,0
KATY PERRY,RISE,"October 13, 2017",CAPITOL RECORDS,1
VICTOR MANUELLE,ELLA LO QUE QUIERE ES SALSA,"October 9, 2017",SONY LATIN,1
VICTOR MANUELLE,ME LLAMARE TUYO,"October 9, 2017",SONY LATIN,0
VICTOR MANUELLE,SI TU ME BESAS,"October 9, 2017",SONY LATIN,1
VICTOR MANUELLE,QUE SUENEN LOS TAMBORES,"October 9, 2017",SONY LATIN,1
FOO FIGHTERS,THE PRETENDER,"October 6, 2017",RCA RECORDS,2
FOO FIGHTERS,LEARN TO FLY,"October 6, 2017",RCA,1
FOO FIGHTERS,TIMES LIKE THESE,"October 6, 2017",RCA,1
SAINT MOTEL,MY TYPE,"October 6, 2017",ELEKTRA RECORDS / ATLANTIC RECORDS,0
2 CHAINZ,GOOD DRANK,"October 6, 2017",DEF JAM,1
FOO FIGHTERS,BEST OF YOU,"October 6, 2017",RCA,2
FOO FIGHTERS,EVERLONG,"October 6, 2017",RCA,2
SOLANGE,CRANES IN THE SKY,"October 5, 2017",COLUMBIA,0
BELLY,MIGHT NOT (FEAT. THE WEEKND),"October 4, 2017",ROC NATION,1
ALEX SENSATION,QUE VA,"October 4, 2017",UNIVERSAL MUSIC LATINO,1
MARSHMELLO,ALONE,"October 3, 2017",MONSTERCAT,1
CHRIS BROWN,BACK TO SLEEP,"October 3, 2017",RCA,1
FUTURE,I'M SO GROOVY,"October 3, 2017",EPIC/FREEBANDZ/A1,0
CHRIS BROWN,BEAUTIFUL PEOPLE,"October 3, 2017",RCA,1
CHRIS BROWN,STRIP,"October 3, 2017",RCA,1
CHRIS BROWN,DEUCES,"October 3, 2017",RCA,2
CHRIS BROWN,LOOK AT ME NOW,"October 3, 2017",RCA,5
CHRIS BROWN,YEAH 3X,"October 3, 2017",RCA,2
CHRIS BROWN,DON'T WAKE ME UP,"October 3, 2017",RCA,2
CHRIS BROWN,SHE AIN'T YOU,"October 3, 2017",RCA,1
BROTHERS OSBORNE,IT AIN'T MY FAULT,"October 2, 2017",EMI RECORDS NASHVILLE,0
DANIELLE BRADBERY,THE HEART OF DIXIE,"October 2, 2017",BMGLR,0
ZEDD,STAY THE NIGHT,"September 29, 2017",INTERSCOPE,2
BRAD PAISLEY,PERFECT STORM,"September 29, 2017",ARISTA NASHVILLE,0
ZEDD,CLARITY,"September 29, 2017",INTERSCOPE / GEFFEN / A&M,3
CHRIS YOUNG,THINK OF YOU (DUET WITH CASSADEE POPE),"September 29, 2017",RCA RECORDS LABEL NASHVILLE,1
MIRANDA LAMBERT,VICE,"September 29, 2017",VANNER RECORDS / RCA NASHVILLE,1
KENNY CHESNEY,SAVE IT FOR A RAINY DAY,"September 29, 2017",BLUE CHAIR RECORDS / COLUMBIA NASHVILLE,0
KENNY CHESNEY & P!NK,SETTING THE WORLD ON FIRE,"September 29, 2017",BLUE CHAIR RECORDS / COLUMBIA NASHVILLE,1
KENNY CHESNEY,WILD CHILD (FEAT. GRACE POTTER),"September 29, 2017",BLUE CHAIR RECORDS / COLUMBIA NASHVILLE,0
ZEDD,BEAUTIFUL NOW (FEAT. JON BELLION),"September 29, 2017",INTERSCOPE,1
PHANTOGRAM,FALL IN LOVE,"September 29, 2017",REPUBLIC RECORDS,0
ANDY GRAMMER,FRESH EYES,"September 28, 2017",S-CURVE RECORDS,1
KALEO,WAY DOWN WE GO,"September 28, 2017",ELEKTRA / ATLANTIC RECORDS,1
BRUNO MARS,VERSACE ON THE FLOOR,"September 27, 2017",ATLANTIC RECORDS,1
J ALVAREZ,HATERS,"September 26, 2017","ON TOP OF THE WORLD MUSIC, INC",1
BRUNO MARS,CHUNKY,"September 26, 2017",ATLANTIC RECORDS,0
DYLAN SCOTT,MY GIRL,"September 22, 2017",CURB RECORDS,1
DE LA GHETTO,"FRONTEAMOUS PORQUE PODEMOS (FEAT. DADDY YANKEE, YANDEL & NENGO FLOW)","September 19, 2017",LATIN NATION ENTERTAINMENT,1
JORY BOY X BAD BUNNY,NO TE HAGAS,"September 19, 2017",YOUNG BOSS ENTERTAINMENT,1
JORY BOY,QUEDATE CONMIGO (FEAT. WISIN & ZION),"September 19, 2017",YOUNG BOSS ENTERTAINMENT,1
ANUEL AA,"SOLA REMIX (FEAT. DADDY YANKEE, WISIN, FARRUKO, ZION & LENNOX)","September 19, 2017","SPIFF TV LLC, REAL HASTA LA MUERTE",1
JORY BOY,DETRAS DE TI,"September 19, 2017",YOUNG BOSS ENTERTAINMENT,1
ENRIQUE IGLESIAS FEAT. SEAN PAUL,BAILANDO,"September 19, 2017",REPUBLIC RECORDS,4
DE LA GHETTO,DICES,"September 19, 2017",LATIN NATION ENTERTAINMENT,1
MELANIE MARTINEZ,PACIFY HER,"September 19, 2017",ATLANTIC RECORDS,0
NICKY JAM,HASTA EL AMANECER,"September 18, 2017",SONY LATIN,22
NICKY JAM,EL AMANTE,"September 18, 2017",SONY LATIN,13
NICKY JAM,EL PERDON,"September 18, 2017",SONY LATIN,27
JAY SEAN FEAT. SEAN PAUL & LIL JON,DO YOU REMEMBER,"September 13, 2017",REPUBLIC RECORDS,2
ANNE-MARIE,ALARM,"September 13, 2017",ATLANTIC RECORDS,0
SIA FEAT. SEAN PAUL,CHEAP THRILLS,"September 11, 2017",RCA,4
NONONO,PUMPIN' BLOOD,"September 8, 2017",WARNER BROS RECORDS,0
FIFTH HARMONY,DOWN (FEAT. GUCCI MANE),"September 8, 2017",EPIC,0
LUKE BRYAN,PLAY IT AGAIN,"September 5, 2017",CAPITOL RECORDS NASHVILLE,4
ZAC BROWN BAND,AS SHE'S WALKING AWAY (FEAT. ALAN JACKSON,"September 5, 2017",ATLANTIC RECORDS,1
BRETT YOUNG,SLEEP WITHOUT YOU,"September 5, 2017",BMLG RECORDS,1
LUKE BRYAN,CRASH MY PARTY,"September 5, 2017",CAPITOL RECORDS NASHVILLE,4
ZAC BROWN BAND,GOODBYE IN HER EYES,"September 5, 2017",ATLANTIC RECORDS,1
JUDAH AND THE LION,TAKE IT ALL BACK,"September 5, 2017",JUDAH AND THE LION LLC,0
LUKE BRYAN,COUNTRY GIRL (SHAKE IT FOR ME),"September 5, 2017",CAPITOL NASHVILLE,5
LUKE BRYAN,THAT'S MY KIND OF NIGHT,"September 5, 2017",CAPITOL RECORDS NASHVILLE,4
LUKE BRYAN,ALL MY FRIENDS SAY,"September 5, 2017",CAPITOL RECORDS NASHVILLE,1
ZAC BROWN BAND,HIGHWAY 20 RIDE,"September 5, 2017",ATLANTIC RECORDS,1
PANIC! AT THE DISCO,THE BALLAD OF MONA LISA,"September 5, 2017",FUELED BY RAMEN,1
ZAC BROWN BAND,COLDER WEATHER,"September 5, 2017",ATLANTIC,2
LUKE BRYAN,HOME ALONE TONIGHT,"September 5, 2017",CAPITOL RECORDS NASHVILLE,1
ZAC BROWN BAND,TOES,"September 5, 2017",HOME GROWN/ATLANTIC,3
BIG SEAN,JUMP OUT THE WINDOW,"September 5, 2017",DEF JAM,0
ZAC BROWN BAND,CHICKEN FRIED,"September 5, 2017",ATLANTIC,5
ZAC BROWN BAND,WHATEVER IT IS,"September 5, 2017",HOMEGROWN / ATLANTIC RECORDS,2
ZAC BROWN BAND,KEEP ME IN MIND,"September 5, 2017",ATLANTIC RECORDS,1
PANIC! AT THE DISCO,GIRLS/GIRLS/BOYS,"September 5, 2017",FUELED BY RAMEN,0
LUKE BRYAN,KISS TOMORROW GOODBYE,"September 5, 2017",CAPITOL RECORDS NASHVILLE,1
ZAC BROWN BAND,FREE,"September 5, 2017",ATLANTIC RECORDS,1
ZAC BROWN BAND,KNEE DEEP (FEAT. JIMMY BUFFETT),"September 5, 2017",ATLANTIC RECORDS,3
LUKE BRYAN,DRUNK ON YOU,"September 5, 2017",CAPITOL RECORDS NASHVILLE,4
JOJO SIWA,BOOMERANG,"August 31, 2017","JOJO SIWA ENTERTAINMENT, LLC",1
YOUNG M.A,OOOUUU,"August 30, 2017",M.A. MUSIC/3D,3
NEWSBOYS,WE BELIEVE,"August 30, 2017",SPARROW RECORDS,0
SKRILLEX,BANGARANG,"August 29, 2017",BIG BEAT / ATLANTIC RECORDS,3
CHRIS YOUNG,SOBER SATURDAY NIGHT (FEAT. VINCE GILL),"August 29, 2017",RCA NASHVILLE,0
WILLIAM MICHAEL MORGAN,I MET A GIRL,"August 28, 2017",WARNER BROS,0
MILEY CYRUS,MALIBU,"August 28, 2017",RCA,1
YOUNG THE GIANT,COUGH SYRUP,"August 25, 2017","ROADRUNNER RECORDS, INC.",1
GUCCI MANE,BACK ON ROAD (FEAT. DRAKE),"August 25, 2017",ATLANTIC RECORDS,0
YOUNG THE GIANT,MY BODY,"August 25, 2017","ROADRUNNER RECORDS, INC.",1
WIZ KHALIFA,SEE YOU AGAIN (FEAT CHARLIE PUTH),"August 25, 2017",ATLANTIC RECORDS,9
TITO EL BAMBINO,AY MAMI (FEAT. BRYANT MYERS),"August 24, 2017",ON FIRE MUSIC,0
BRYANT MYERS,BAJEN PA ACA (FEAT. NORIEL),"August 24, 2017",LA COMMISSION,0
BRYANT MYERS,UN RATITO MAS (FEAT. BAD BUNNY),"August 24, 2017",LA COMMISSION,0
KID INK FEAT. FETTY WAP,PROMISE,"August 24, 2017",THE ALUMNI MUSIC GROUP / 88 CLASSIC / RCA RECORDS,1
CHARLIE PUTH,WE DON'T TALK ANYMORE (FEAT. SELENA GOMEZ),"August 23, 2017",ATLANTIC RECORDS,3
LITTLE BIG TOWN,BETTER MAN,"August 23, 2017",CAPITOL RECORDS NASHVILLE,1
ORIGINAL BROADWAY CAST OF HAMILTON,ALEXANDER HAMILTON,"August 23, 2017",ATLANTIC RECORDS,0
RICH CHIGGA,DAT $TICK,"August 22, 2017",CXSHXNLY/EMPIRE,0
GALANTIS,NO MONEY,"August 21, 2017",ATLANTIC RECORDS,0
FLORIDA GEORGIA LINE,TELL ME HOW YOU LIKE IT,"August 21, 2017",BIG MACHINE RECORDS,0
TWENTY ONE PILOTS,LANE BOY,"August 21, 2017",FUELED BY RAMEN,1
SEAN PAUL,TEMPERATURE,"August 21, 2017",ATLANTIC RECORDS,3
FLORIDA GEORGIA LINE,HERE'S TO THE GOOD TIMES,"August 21, 2017",BIG MACHINE RECORDS,0
KODAK BLACK,THERE HE GO,"August 21, 2017",ATLANTIC RECORDS,0
SEAN PAUL,GET BUSY,"August 21, 2017",ATLANTIC RECORDS,1
SEAN PAUL,WE BE BURNIN',"August 21, 2017",ATLANTIC RECORDS,1
TIM MCGRAW,HUMBLE AND KIND,"August 21, 2017","BIG MACHINE RECORDS, INC.",2
WIZ KHALIFA,PROMISES,"August 21, 2017",ATLANTIC RECORDS,0
ACTION BRONSON,BABY BLUE (FEAT. CHANCE THE RAPPER),"August 21, 2017",ATLANTIC RECORDS,0
YOUNG THUG,CHECK,"August 21, 2017",300 ENTERTAINMENT / ATLANTIC RECORDS,0
A BOOGIE WIT DA HOODIE,MY SHIT,"August 21, 2017",HIGHBRIDGE / ATLANTIC RECORDS,1
WIZ KHALIFA,SO HIGH (FEAT. GHOST LOFT),"August 21, 2017",ATLANTIC RECORDS,0
ERIC CHURCH,DRINK IN MY HAND,"August 17, 2017",EMI RECORDS NASHVILLE,2
ERIC CHURCH,KILL A WORD,"August 17, 2017",EMI RECORDS NASHVILLE,0
ERIC CHURCH,MR. MISUNDERSTOOD,"August 17, 2017",EMI RECORDS NASHVILLE,0
ERIC CHURCH,RECORD YEAR,"August 17, 2017",EMI NASHVILLE,1
CALVIN HARRIS,MY WAY,"August 17, 2017",COLUMBIA,1
ED SHEERAN,ONE,"August 16, 2017",ATLANTIC RECORDS,0
RUDIMENTAL,LAY IT ALL ON ME (FEAT. ED SHEERAN),"August 16, 2017",ATLANTIC RECORDS,1
KODAK BLACK,PAINTING PICTURES,"August 16, 2017",ATLANTIC RECORDS,0
ED SHEERAN,BLOODSTREAM,"August 16, 2017",ATLANTIC RECORDS,0
ED SHEERAN,KISS ME,"August 16, 2017",ATLANTIC RECORDS,1
ED SHEERAN,SMALL BUMP,"August 16, 2017",ATLANTIC RECORDS,0
ED SHEERAN,I'M A MESS,"August 16, 2017",ATLANTIC RECORDS,0
JUSTIN BIEBER,BOYFRIEND,"August 15, 2017",DEF JAM,6
LINKIN PARK,GIVEN UP,"August 15, 2017",WARNER BROS. RECORDS,0
LINKIN PARK,CRAWLING,"August 15, 2017",WARNER BROS. RECORDS,0
JUSTIN BIEBER,ONE LESS LONELY GIRL,"August 15, 2017",DEF JAM,3
LINKIN PARK,PAPERCUT,"August 15, 2017",WARNER BROS. RECORDS,0
UGLY GOD,WATER,"August 15, 2017",ASYLUM,1
JEEZY,SEEN IT ALL,"August 15, 2017",DEF JAM,0
LINKIN PARK,IRIDESCENT,"August 15, 2017",WARNER BROS. RECORDS,0
LINKIN PARK,FAINT,"August 15, 2017",WARNER BROS. RECORDS,1
LINKIN PARK,HEAVY,"August 15, 2017",WARNER BROS. RECORDS,0
LINKIN PARK,BREAKING THE HABIT,"August 15, 2017",WARNER BROS. RECORDS,0
SABRINA CARPENTER,THUMBS,"August 14, 2017",HOLLYWOOD RECORDS,0
DRAKE,CONTROLLA,"August 14, 2017",YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS,3
POST MALONE,TOO YOUNG,"August 14, 2017",REPUBLIC RECORDS,1
THE WEEKND,PARTY MONSTER,"August 14, 2017",REPUBLIC RECORDS / XO RECORDS,1
JESSIE J,PRICE TAG,"August 14, 2017",REPUBLIC RECORDS,4
FUTURE,REAL SISTERS,"August 14, 2017",EPIC,0
AJR,WEAK,"August 14, 2017",AJR PRODUCTIONS,1
JUSTIN MOORE,BAIT A HOOK,"August 14, 2017",THE VALORY MUSIC CO,1
SHAWN MENDES,STITCHES,"August 14, 2017",ISLAND RECORDS,6
DRAKE,GYALCHESTER,"August 14, 2017",YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS,1
XXXTENTACION,LOOK AT ME,"August 14, 2017",BAD VIBES FOREVER / EMPIRE,1
DRAKE,LEGEND,"August 14, 2017",YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS,2
21 SAVAGE & METRO BOOMIN,NO HEART,"August 11, 2017","SLAUGHTER GANG, LLC",2
K. MICHELLE,CAN'T RAISE A MAN,"August 9, 2017",ATLANTIC RECORDS,0
SKRILLEX,WEEKENDS!!!,"August 9, 2017",BIG BEAT / ATLANTIC RECORDS,0
FUTURE,XANNY FAMILY,"August 9, 2017",EPIC,0
MIGOS,HANDSOME AND WEALTHY,"August 9, 2017",QUALITY CONTROL MUSIC / 300 ENTERTAINMENT,0
YO GOTTI,ERRRBODY,"August 9, 2017",EPIC,0
SKRILLEX & DIPLO,TAKE U THERE,"August 9, 2017",BIG BEAT / ATLANTIC RECORDS,0
KELSEA BALLERINI,DIBS,"August 8, 2017",BLACK RIVER ENTERTAINMENT,1
SAM HUNT,TAKE YOUR TIME,"August 8, 2017",MCA NASHVILLE,4
SAM HUNT,SPEAKERS,"August 8, 2017",MCA RECORDS NASHVILLE,0
SAM HUNT,BREAK UP IN A SMALL TOWN,"August 8, 2017",MCA RECORDS NASHVILLE,3
KEITH URBAN,THE FIGHTER,"August 7, 2017",CAPITOL RECORDS NASHVILLE,1
BILLY CURRINGTON,LOVE DONE GONE,"August 4, 2017",MERCURY RECORDS NASHVILLE,0
JACK & JACK,LIKE THAT (FEAT. SKATE),"August 4, 2017",JACK & JACK MUSIC,0
ED SHEERAN,DON'T,"August 4, 2017",ATLANTIC RECORDS,3
BILLY CURRINGTON,LET ME DOWN EASY,"August 4, 2017",MERCURY RECORDS NASHVILLE,1
LINKIN PARK,SHADOW OF THE DAY,"August 4, 2017",WARNER BROS.,2
LINKIN PARK,BURN IT DOWN,"August 4, 2017",WARNER BROS. RECORDS,2
BILLY CURRINGTON,I GOT A FEELIN',"August 4, 2017",MERCURY RECORDS NASHVILLE,0
KYGO FEAT. MATY NOYES,STAY,"August 4, 2017",SONY MUSIC / ULTRA RECORDS / RCA RECORDS,0
CHRIS LANE,FOR HER,"August 4, 2017",BIG LOUD RECORDS,0
KYGO FEAT. PARSON JAMES,STOLE THE SHOW,"August 4, 2017",SONY MUSIC / ULTRA RECORDS / RCA RECORDS,1
BILLY CURRINGTON,DON'T IT,"August 4, 2017",MERCURY RECORDS NASHVILLE,0
LUKE BRYAN,STRIP IT DOWN,"August 4, 2017",CAPITOL RECORDS NASHVILLE,2
BILLY CURRINGTON,IT DON'T HURT LIKE IT USED TO,"August 4, 2017",MERCURY RECORDS NASHVILLE,0
ED SHEERAN,LEGO HOUSE,"August 4, 2017",ATLANTIC RECORDS,2
LINKIN PARK,BLEED IT OUT,"August 4, 2017",WARNER BROS.,2
BILLY CURRINGTON,DON'T,"August 4, 2017",MERCURY RECORDS NASHVILLE,0
LINKIN PARK,LEAVE OUT ALL THE REST,"August 4, 2017",WARNER BROS.,1
SKRILLEX,SUMMIT (FEAT. ELLIE GOULDING),"August 4, 2017",BIG BEAT / ATLANTIC RECORDS,0
LINKIN PARK,IN THE END,"August 4, 2017",WARNER BROS.,4
BILLY CURRINGTON,THAT'S HOW COUNTRY BOYS ROLL,"August 4, 2017",MERCURY RECORDS NASHVILLE,0
SKRILLEX & DAMIAN “JR GONG” MARLEY,MAKE IT BUN DEM,"August 4, 2017",OWSLA / BIG BEAT / ATLANTIC,1
LINKIN PARK,ONE STEP CLOSER,"August 4, 2017",WARNER BROS RECORDS,1
KATY PERRY,THE ONE THAT GOT AWAY,"August 4, 2017",CAPITOL RECORDS,4
BILLY CURRINGTON,PEOPLE ARE CRAZY,"August 4, 2017",MERCURY RECORDS NASHVILLE,2
LINKIN PARK,WAITING FOR THE END,"August 4, 2017",WARNER BROS.,1
KYGO FEAT. CONRAD SEWELL,FIRESTONE,"August 4, 2017",SONY MUSIC / ULTRA RECORDS / RCA RECORDS,1
BILLY CURRINGTON,PRETTY GOOD AT DRINKIN' BEER,"August 4, 2017",MERCURY RECORDS NASHVILLE,1
LINKIN PARK,NEW DIVIDE,"August 4, 2017",WARNER BROS.,3
LINKIN PARK,WHAT I'VE DONE,"August 4, 2017",WARNER BROS.,5
KEITH URBAN,BLUE AIN'T YOUR COLOR,"August 4, 2017",CAPITOL RECORDS NASHVILLE,2
SKRILLEX,ROCK N' ROLL (WILL TAKE YOU TO THE MOUNTAIN),"August 4, 2017",BIG BEAT / ATLANTIC RECORDS,0
LUKE BRYAN,FAST,"August 4, 2017",CAPITOL RECORDS NASHVILLE,0
BILLY CURRINGTON,MUST BE DOIN' SOMETHIN' RIGHT,"August 4, 2017",MERCURY RECORDS NASHVILLE,2
SKRILLEX & DIPLO,WHERE ARE U NOW,"August 4, 2017",BIG BEAT / ATLANTIC RECORDS,4
KAP G,GIRLFRIEND,"August 3, 2017",ATLANTIC RECORDS,0
JAMES ARTHUR,SAY YOU WON'T LET GO,"August 3, 2017",COLUMBIA,3
O.T. GENASIS,CUT IT (FEAT. YOUNG DOLPH),"August 3, 2017",THE CONGLOMERATE / ATLANTIC RECORDS,2
THE CHAINSMOKERS,PARIS,"August 3, 2017",COLUMBIA,2
CARNAGE FEAT. ILOVEMAKONNEN,I LIKE TUH,"August 3, 2017",ULTRA RECORDS,0
MELANIE MARTINEZ,MRS. POTATO HEAD,"July 31, 2017",ATLANTIC RECORDS,0
CLEAN BANDIT,ROCKABYE (FEAT. ANNE-MARIE & SEAN PAUL),"July 31, 2017",ATLANTIC RECORDS,2
PANIC! AT THE DISCO,LA DEVOTEE,"July 31, 2017",ATLANTIC RECORDS,0
ROBIN SCHULZ,SUGAR (FEAT. FRANCESCO YATES),"July 31, 2017",ATLANTIC RECORDS / BIG BEAT,1
CLEAN BANDIT,SYMPHONY (FEAT. ZARA LARSSON),"July 31, 2017",ATLANTIC RECORDS,0
MIGOS,GET RIGHT WITCHA,"July 31, 2017",QUALITY CONTROL MUSIC / 300 ENTERTAINMENT,0
MARC E. BASSY,YOU & ME,"July 31, 2017",REPUBLIC RECORDS,1
WIZ KHALIFA,PULL UP (FEAT. LIL UZI VERT),"July 31, 2017",ATLANTIC RECORDS,0
ALINA BARAZ & GALIMATIAS,FANTASY,"July 28, 2017",ULTRA RECORDS,0
STEVE AOKI & LOUIS TOMLINSON,JUST HOLD ON,"July 28, 2017",ULTRA RECORDS,0
WISIN,ESCAPATE CONMIGO,"July 28, 2017",SONY LATIN,4
ZION & LENNOX,PIERDO LA CABEZA,"July 28, 2017","BABY RECORDS, INC",2
WISIN,VACACIONES,"July 28, 2017",SONY LATIN,3
MEEK MILL,DREAMS AND NIGHTMARES,"July 27, 2017",ATLANTIC RECORDS,1
G-EAZY & KEHLANI,GOOD LIFE,"July 27, 2017",ATLANTIC RECORDS,0
KEHLANI,DISTRACTION,"July 27, 2017",ATLANTIC RECORDS,0
KEHLANI,GANGSTA,"July 27, 2017",ATLANTIC RECORDS,1
PLAY-N-SKILLZ FEAT. DADDY YANKEE,NO ES ILEGAL,"July 25, 2017",SONY LATIN,0
COLE SWINDELL,MIDDLE OF A MEMORY,"July 25, 2017",WARNER BROS,1
"PLAY-N-SKILLZ FEAT. WISIN, FRANKIE J, LESLIE GRACE",SI UNA VEZ (IF I ONCE),"July 25, 2017",SONY LATIN,2
BLAKE SHELTON,GONNA,"July 25, 2017",WARNER BROS RECORDS,0
MICHAEL RAY,THINK A LITTLE LESS,"July 25, 2017",ATLANTIC RECORDS,0
RIHANNA,NEEDED ME,"July 21, 2017","WESTBURY ROAD ENTERTAINMENT, LLC / ROC NATION, LLC",5
BIG SEAN,MOVES,"July 21, 2017",DEF JAM,1
DESIIGNER,PANDA,"July 21, 2017",DEF JAM,5
SKRILLEX & RICK ROSS,PURPLE LAMBORGHINI,"July 21, 2017",ATLANTIC RECORDS,1
ROY WOODS,DRAMA,"July 21, 2017",WARNER BROS RECORDS,0
LOGIC,UNDER PRESSURE,"July 21, 2017",DEF JAM,0
ANDRA DAY,RISE UP,"July 21, 2017",WARNER BROS RECORDS,1
JOSH THOMPSON,WAY OUT HERE,"July 21, 2017",COLUMBIA NASHVILLE,0
BRUNO MARS,GORILLA,"July 21, 2017",ATLANTIC RECORDS,1
BRUNO MARS,YOUNG GIRLS,"July 21, 2017",ATLANTIC RECORDS,1
A DAY TO REMEMBER,IF IT MEANS A LOT TO YOU,"July 21, 2017",VICTORY RECORDS,1
MARIAH CAREY,BEAUTIFUL,"July 21, 2017",ISLAND/DEF JAM,2
RICK ROSS,ASTON MARTIN MUSIC,"July 21, 2017",MERCURY,2
PARTYNEXTDOOR,NOT NICE,"July 21, 2017",WARNER BROS RECORDS,0
MEEK MILL,ALL EYES ON YOU,"July 20, 2017",MAYBACH MUSIC GROUP / ATLANTIC RECORDS,2
BISHOP BRIGGS,RIVER,"July 20, 2017",ISLAND RECORDS,0
MEEK MILL,YOUNG & GETTIN' IT,"July 20, 2017",ATLANTIC RECORDS,0
TWENTY ONE PILOTS,ODE TO SLEEP,"July 14, 2017",ATLANTIC RECORDS,0
KUNGS,THIS GIRL,"July 14, 2017",CASABLANCA / REPUBLIC RECORDS,1
TWENTY ONE PILOTS,GUNS FOR HANDS,"July 14, 2017",FUELED BY RAMEN,0
MIGOS,T-SHIRT,"July 14, 2017",QUALITY CONTROL MUSIC / 300 ENTERTAINMENT,2
THE WEEKND,REMINDER,"July 14, 2017",REPUBLIC RECORDS/XO,1
TWENTY ONE PILOTS,MIGRAINE,"July 14, 2017",FUELED BY RAMEN,0
FUTURE,LOW LIFE FEAT. THE WEEKND,"July 14, 2017",EPIC/FREEBANDZ/A1,4
DUSTIN LYNCH,SEEIN' RED,"July 14, 2017",BROKEN BOW,0
FUTURE FEAT. DRAKE,WHERE YA AT,"July 14, 2017",EPIC,3
FIFTH HARMONY,WORK FROM HOME (FEAT. TY DOLLA $IGN),"July 14, 2017",EPIC,5
ZARA LARSSON & MNEK,NEVER FORGET YOU,"July 14, 2017",EPIC,3
TRAVIS SCOTT,BEIBS IN THE TRAP (FEAT. NAV),"July 14, 2017",EPIC,1
TEGAN AND SARA FEAT. THE LONELY ISLAND,EVERYTHING IS AWESOME!!!,"July 14, 2017",WATER TOWER MUSIC,1
THE WEEKND,THE HILLS,"July 14, 2017",REPUBLIC RECORDS / XO RECORDS,9
MAREN MORRIS,80S MERCEDES,"July 13, 2017",COLUMBIA NASHVILLE,0
STEVE HOLY,GOOD MORNING BEAUTIFUL,"July 13, 2017",CURB RECORDS,0
MICHAEL RAY,KISS YOU IN THE MORNING,"July 12, 2017",ATLANTIC RECORDS,0
HALESTORM,I GET OFF,"July 12, 2017",ATLANTIC RECORDS,0
MELANIE MARTINEZ,SIPPY CUP,"July 12, 2017",ATLANTIC RECORDS,0
MELANIE MARTINEZ,CRY BABY,"July 12, 2017",ATLANTIC RECORDS,0
SKILLET,COMATOSE,"July 12, 2017",ATLANTIC RECORDS,0
MELANIE MARTINEZ,MAD HATTER,"July 12, 2017",ATLANTIC RECORDS,0
BRETT ELDREDGE,DRUNK ON YOUR LOVE,"July 10, 2017",ATLANTIC RECORDS,1
JOSH GAD,IN SUMMER (FROM FROZEN),"July 10, 2017",WALT DISNEY RECORDS,1
P!NK,RAISE YOUR GLASS,"July 10, 2017",RCA,5
MELANIE MARTINEZ,PITY PARTY,"July 7, 2017",ATLANTIC RECORDS,1
CHRISTINA PERRI,HUMAN,"July 7, 2017",ATLANTIC RECORDS,2
TWENTY ONE PILOTS,HOLDING ON TO YOU,"July 7, 2017",FUELED BY RAMEN,1
TWENTY ONE PILOTS,HOUSE OF GOLD,"July 7, 2017",FUELED BY RAMEN,1
PNB ROCK,SELFISH,"July 7, 2017",ATLANTIC RECORDS / EMPIRE,1
TWENTY ONE PILOTS,RIDE,"July 7, 2017",FUELED BY RAMEN,4
PARACHUTE,SHE IS LOVE,"June 30, 2017",ISLAND,1
